nodo,pais_asistencia,mes,estado,servicios,expedientes
Mexico,Mexico,2025-06,CANCELADA,4,3
Mexico,Mexico,2025-06,CONCLUIDA,4,4
Mexico,Mexico,2025-07,CANCELADA,13,3
Mexico,Mexico,2025-07,CONCLUIDA,9,7
Mexico,Mexico,2025-08,CANCELADA,1,1
Mexico,Mexico,2025-08,CONCLUIDA,12,10
Mexico,Peru,2025-09,CANCELADA,1,1
Mexico,Peru,2025-09,CONCLUIDA,7,3
Mexico,Peru,2025-10,CANCELADA,3,3
Mexico,Peru,2025-10,CONCLUIDA,3,3
Mexico,Uruguay,2024-04,CANCELADA,1,1
Puerto Rico,Argentina,2024-07,CONCLUIDA,1,1
Puerto Rico,Argentina,2025-03,CONCLUIDA,1,1
Puerto Rico,Argentina,2025-04,CONCLUIDA,1,1
Puerto Rico,Argentina,2025-05,CANCELADA,477,461
Puerto Rico,Argentina,2025-05,CONCLUIDA,1706,1655
Puerto Rico,Argentina,2025-06,CANCELADA,601,535
Puerto Rico,Argentina,2025-06,CONCLUIDA,1759,1718
Puerto Rico,Argentina,2025-07,CANCELADA,573,481
Puerto Rico,Argentina,2025-07,CONCLUIDA,1895,1844
Puerto Rico,Argentina,2025-08,CANCELADA,674,615
Puerto Rico,Argentina,2025-08,CONCLUIDA,1732,1694
Puerto Rico,Argentina,2025-09,CANCELADA,837,757
Puerto Rico,Argentina,2025-09,CONCLUIDA,1963,1928
Puerto Rico,Argentina,2025-10,CANCELADA,926,863
Puerto Rico,Argentina,2025-10,CONCLUIDA,1832,1793
Puerto Rico,Argentina,2025-10,PROCESO,165,164
Puerto Rico,Bolivia,2025-07,CANCELADA,1,1
Puerto Rico,Bolivia,2025-09,CANCELADA,299,245
Puerto Rico,Bolivia,2025-09,CONCLUIDA,715,626
Puerto Rico,Bolivia,2025-10,CANCELADA,310,257
Puerto Rico,Bolivia,2025-10,CONCLUIDA,797,704
Puerto Rico,Bolivia,2025-10,PROCESO,119,115
Puerto Rico,Chile,2024-10,CANCELADA,1,1
Puerto Rico,Chile,2024-11,CONCLUIDA,1,1
Puerto Rico,Chile,2025-09,CANCELADA,1,1
Puerto Rico,Costa Rica,2023-08,CANCELADA,1,1
Puerto Rico,Costa Rica,2023-11,CANCELADA,517,402
Puerto Rico,Costa Rica,2023-11,CONCLUIDA,643,513
Puerto Rico,Costa Rica,2023-12,CANCELADA,2100,1436
Puerto Rico,Costa Rica,2023-12,CONCLUIDA,3269,2587
Puerto Rico,Costa Rica,2024-01,CANCELADA,2195,1549
Puerto Rico,Costa Rica,2024-01,CONCLUIDA,3708,2887
Puerto Rico,Costa Rica,2024-02,CANCELADA,1916,1365
Puerto Rico,Costa Rica,2024-02,CONCLUIDA,3505,2725
Puerto Rico,Costa Rica,2024-03,CANCELADA,2100,1398
Puerto Rico,Costa Rica,2024-03,CONCLUIDA,3381,2618
Puerto Rico,Costa Rica,2024-04,CANCELADA,2047,1496
Puerto Rico,Costa Rica,2024-04,CONCLUIDA,3799,3017
Puerto Rico,Costa Rica,2024-05,CANCELADA,2190,1731
Puerto Rico,Costa Rica,2024-05,CONCLUIDA,3734,2976
Puerto Rico,Costa Rica,2024-06,CANCELADA,1902,1550
Puerto Rico,Costa Rica,2024-06,CONCLUIDA,3158,2635
Puerto Rico,Costa Rica,2024-07,CANCELADA,1492,1357
Puerto Rico,Costa Rica,2024-07,CONCLUIDA,3084,2708
Puerto Rico,Costa Rica,2024-08,CANCELADA,1571,1443
Puerto Rico,Costa Rica,2024-08,CONCLUIDA,3031,2651
Puerto Rico,Costa Rica,2024-09,CANCELADA,1624,1476
Puerto Rico,Costa Rica,2024-09,CONCLUIDA,3311,2904
Puerto Rico,Costa Rica,2024-10,CANCELADA,2031,1852
Puerto Rico,Costa Rica,2024-10,CONCLUIDA,3616,3166
Puerto Rico,Costa Rica,2024-11,CANCELADA,2056,1880
Puerto Rico,Costa Rica,2024-11,CONCLUIDA,3456,2994
Puerto Rico,Costa Rica,2024-12,CANCELADA,1894,1730
Puerto Rico,Costa Rica,2024-12,CONCLUIDA,3142,2710
Puerto Rico,Costa Rica,2025-01,CANCELADA,2036,1862
Puerto Rico,Costa Rica,2025-01,CONCLUIDA,3452,2963
Puerto Rico,Costa Rica,2025-02,CANCELADA,1179,1121
Puerto Rico,Costa Rica,2025-02,CONCLUIDA,2410,2066
Puerto Rico,Costa Rica,2025-03,CANCELADA,2,2
Puerto Rico,Costa Rica,2025-03,CONCLUIDA,7,4
Puerto Rico,Costa Rica,2025-05,CONCLUIDA,1,1
Puerto Rico,Costa Rica,2025-09,CANCELADA,18,1
Puerto Rico,Dominicana,2023-07,CONCLUIDA,1,1
Puerto Rico,Dominicana,2023-12,CANCELADA,1,1
Puerto Rico,Dominicana,2023-12,CONCLUIDA,2,2
Puerto Rico,Dominicana,2024-01,CANCELADA,975,861
Puerto Rico,Dominicana,2024-01,CONCLUIDA,2494,2348
Puerto Rico,Dominicana,2024-02,CANCELADA,941,798
Puerto Rico,Dominicana,2024-02,CONCLUIDA,2197,2056
Puerto Rico,Dominicana,2024-03,CANCELADA,917,815
Puerto Rico,Dominicana,2024-03,CONCLUIDA,2363,2251
Puerto Rico,Dominicana,2024-04,CANCELADA,1078,940
Puerto Rico,Dominicana,2024-04,CONCLUIDA,2470,2345
Puerto Rico,Dominicana,2024-05,CANCELADA,1146,980
Puerto Rico,Dominicana,2024-05,CONCLUIDA,2546,2441
Puerto Rico,Dominicana,2024-06,CANCELADA,1092,989
Puerto Rico,Dominicana,2024-06,CONCLUIDA,2320,2230
Puerto Rico,Dominicana,2024-07,CANCELADA,1156,1048
Puerto Rico,Dominicana,2024-07,CONCLUIDA,2496,2365
Puerto Rico,Dominicana,2024-08,CANCELADA,1007,911
Puerto Rico,Dominicana,2024-08,CONCLUIDA,2409,2284
Puerto Rico,Dominicana,2024-09,CANCELADA,1121,994
Puerto Rico,Dominicana,2024-09,CONCLUIDA,2413,2309
Puerto Rico,Dominicana,2024-10,CANCELADA,1020,915
Puerto Rico,Dominicana,2024-10,CONCLUIDA,2566,2445
Puerto Rico,Dominicana,2024-11,CANCELADA,1156,1066
Puerto Rico,Dominicana,2024-11,CONCLUIDA,2614,2522
Puerto Rico,Dominicana,2024-12,CANCELADA,1201,1122
Puerto Rico,Dominicana,2024-12,CONCLUIDA,2627,2513
Puerto Rico,Dominicana,2025-01,CANCELADA,1165,1072
Puerto Rico,Dominicana,2025-01,CONCLUIDA,2536,2437
Puerto Rico,Dominicana,2025-02,CANCELADA,999,919
Puerto Rico,Dominicana,2025-02,CONCLUIDA,2319,2216
Puerto Rico,Dominicana,2025-02,PROCESO,1,1
Puerto Rico,Dominicana,2025-03,CANCELADA,1216,1108
Puerto Rico,Dominicana,2025-03,CONCLUIDA,2629,2525
Puerto Rico,Dominicana,2025-04,CANCELADA,1137,1049
Puerto Rico,Dominicana,2025-04,CONCLUIDA,2237,2154
Puerto Rico,Dominicana,2025-05,CANCELADA,1285,1173
Puerto Rico,Dominicana,2025-05,CONCLUIDA,2484,2390
Puerto Rico,Dominicana,2025-06,CANCELADA,1226,1078
Puerto Rico,Dominicana,2025-06,CONCLUIDA,2245,2130
Puerto Rico,Dominicana,2025-07,CANCELADA,1233,1107
Puerto Rico,Dominicana,2025-07,CONCLUIDA,2401,2268
Puerto Rico,Dominicana,2025-08,CANCELADA,1164,1071
Puerto Rico,Dominicana,2025-08,CONCLUIDA,2362,2260
Puerto Rico,Dominicana,2025-09,CANCELADA,1,1
Puerto Rico,Puerto Rico,2023-01,CANCELADA,9018,7682
Puerto Rico,Puerto Rico,2023-01,CONCLUIDA,23641,20066
Puerto Rico,Puerto Rico,2023-02,CANCELADA,53,50
Puerto Rico,Puerto Rico,2023-02,CONCLUIDA,405,354
Puerto Rico,Puerto Rico,2023-03,CANCELADA,6,6
Puerto Rico,Puerto Rico,2023-03,CONCLUIDA,21,19
Puerto Rico,Puerto Rico,2023-04,CONCLUIDA,3,3
Puerto Rico,Puerto Rico,2023-05,CANCELADA,4,4
Puerto Rico,Puerto Rico,2023-05,CONCLUIDA,4,4
Puerto Rico,Puerto Rico,2023-06,CANCELADA,1,1
Puerto Rico,Puerto Rico,2023-06,CONCLUIDA,2,2
Puerto Rico,Puerto Rico,2023-07,CANCELADA,1,1
Puerto Rico,Puerto Rico,2023-10,CANCELADA,1,1
Puerto Rico,Puerto Rico,2023-11,CANCELADA,7,7
Puerto Rico,Puerto Rico,2023-11,CONCLUIDA,5,5
Puerto Rico,Puerto Rico,2023-12,CANCELADA,60,49
Puerto Rico,Puerto Rico,2023-12,CONCLUIDA,68,45
Puerto Rico,Puerto Rico,2024-01,CANCELADA,9563,7343
Puerto Rico,Puerto Rico,2024-01,CONCLUIDA,25368,21336
Puerto Rico,Puerto Rico,2024-02,CANCELADA,9160,7416
Puerto Rico,Puerto Rico,2024-02,CONCLUIDA,24748,21409
Puerto Rico,Puerto Rico,2024-03,CANCELADA,8383,6762
Puerto Rico,Puerto Rico,2024-03,CONCLUIDA,25895,22476
Puerto Rico,Puerto Rico,2024-04,CANCELADA,11514,9038
Puerto Rico,Puerto Rico,2024-04,CONCLUIDA,27559,23432
Puerto Rico,Puerto Rico,2024-05,CANCELADA,10538,8774
Puerto Rico,Puerto Rico,2024-05,CONCLUIDA,27474,23669
Puerto Rico,Puerto Rico,2024-06,CANCELADA,9027,7637
Puerto Rico,Puerto Rico,2024-06,CONCLUIDA,26263,22766
Puerto Rico,Puerto Rico,2024-07,CANCELADA,10899,8989
Puerto Rico,Puerto Rico,2024-07,CONCLUIDA,29063,24598
Puerto Rico,Puerto Rico,2024-08,CANCELADA,9903,8291
Puerto Rico,Puerto Rico,2024-08,CONCLUIDA,26881,23471
Puerto Rico,Puerto Rico,2024-09,CANCELADA,8403,7224
Puerto Rico,Puerto Rico,2024-09,CONCLUIDA,27826,24505
Puerto Rico,Puerto Rico,2024-10,CANCELADA,11096,9359
Puerto Rico,Puerto Rico,2024-10,CONCLUIDA,30920,26443
Puerto Rico,Puerto Rico,2024-11,CANCELADA,10089,8592
Puerto Rico,Puerto Rico,2024-11,CONCLUIDA,27529,24015
Puerto Rico,Puerto Rico,2024-12,CANCELADA,11488,9413
Puerto Rico,Puerto Rico,2024-12,CONCLUIDA,28117,24616
Puerto Rico,Puerto Rico,2025-01,CANCELADA,11084,9278
Puerto Rico,Puerto Rico,2025-01,CONCLUIDA,30996,26071
Puerto Rico,Puerto Rico,2025-01,PROCESO,2,1
Puerto Rico,Puerto Rico,2025-02,CANCELADA,10479,8484
Puerto Rico,Puerto Rico,2025-02,CONCLUIDA,28038,24349
Puerto Rico,Puerto Rico,2025-03,CANCELADA,11493,9174
Puerto Rico,Puerto Rico,2025-03,CONCLUIDA,34295,29621
Puerto Rico,Puerto Rico,2025-04,CANCELADA,12176,9862
Puerto Rico,Puerto Rico,2025-04,CONCLUIDA,34242,29422
Puerto Rico,Puerto Rico,2025-05,CANCELADA,12960,10441
Puerto Rico,Puerto Rico,2025-05,CONCLUIDA,34594,29939
Puerto Rico,Puerto Rico,2025-06,CANCELADA,12174,9150
Puerto Rico,Puerto Rico,2025-06,CONCLUIDA,39976,33893
Puerto Rico,Puerto Rico,2025-07,CANCELADA,11291,8027
Puerto Rico,Puerto Rico,2025-07,CONCLUIDA,43392,34625
Puerto Rico,Puerto Rico,2025-07,PROCESO,44,3
Puerto Rico,Puerto Rico,2025-08,CANCELADA,10723,7607
Puerto Rico,Puerto Rico,2025-08,CONCLUIDA,43027,35199
Puerto Rico,Puerto Rico,2025-08,PROCESO,37,11
Puerto Rico,Puerto Rico,2025-09,CANCELADA,39,27
Puerto Rico,Puerto Rico,2025-09,CONCLUIDA,136,109
Puerto Rico,Puerto Rico,2025-10,CANCELADA,8,2
Puerto Rico,Puerto Rico,2025-10,CONCLUIDA,9,4
Puerto Rico,Puerto Rico,2025-10,PROCESO,1,1
Puerto Rico,Uruguay,2025-09,CONCLUIDA,1,1
Sin Nodo,Argentina,2023-11,CONCLUIDA,1,1
Sin Nodo,Argentina,2025-02,CANCELADA,1,1
Sin Nodo,Argentina,2025-09,CANCELADA,3,2
Sin Nodo,Argentina,2025-09,CONCLUIDA,1,1
Sin Nodo,Argentina,2025-10,CONCLUIDA,2,2
Sin Nodo,Bolivia,2023-10,CANCELADA,10,1
Sin Nodo,Bolivia,2023-10,CONCLUIDA,11,1
Sin Nodo,Bolivia,2023-11,CONCLUIDA,4,1
Sin Nodo,Bolivia,2023-12,CONCLUIDA,1,1
Sin Nodo,Bolivia,2024-04,CONCLUIDA,1,1
Sin Nodo,Bolivia,2024-12,CONCLUIDA,1,1
Sin Nodo,Bolivia,2025-02,CANCELADA,1,1
Sin Nodo,Bolivia,2025-08,CANCELADA,1,1
Sin Nodo,Bolivia,2025-09,CANCELADA,13,8
Sin Nodo,Bolivia,2025-09,CONCLUIDA,15,11
Sin Nodo,Chile,2023-11,CONCLUIDA,1,1
Sin Nodo,Chile,2025-09,CANCELADA,1,1
Sin Nodo,Chile,2025-10,CANCELADA,1,1
Sin Nodo,Chile,2025-10,CONCLUIDA,1,1
Sin Nodo,Colombia,2023-12,CANCELADA,1,1
Sin Nodo,Costa Rica,2023-04,CONCLUIDA,1,1
Sin Nodo,Costa Rica,2023-05,CONCLUIDA,4,1
Sin Nodo,Costa Rica,2023-07,CANCELADA,1,1
Sin Nodo,Costa Rica,2023-08,CANCELADA,1,1
Sin Nodo,Costa Rica,2023-08,CONCLUIDA,1,1
Sin Nodo,Costa Rica,2023-09,CANCELADA,1,1
Sin Nodo,Costa Rica,2023-09,CONCLUIDA,1,1
Sin Nodo,Costa Rica,2023-10,CONCLUIDA,2,2
Sin Nodo,Costa Rica,2023-11,CANCELADA,19,9
Sin Nodo,Costa Rica,2023-11,CONCLUIDA,21,15
Sin Nodo,Costa Rica,2023-12,CONCLUIDA,4,3
Sin Nodo,Costa Rica,2024-02,CANCELADA,4,1
Sin Nodo,Costa Rica,2024-02,CONCLUIDA,1,1
Sin Nodo,Costa Rica,2024-03,CANCELADA,3,2
Sin Nodo,Costa Rica,2024-03,CONCLUIDA,1,1
Sin Nodo,Costa Rica,2024-05,CONCLUIDA,2,2
Sin Nodo,Costa Rica,2025-02,CANCELADA,4,3
Sin Nodo,Costa Rica,2025-03,CANCELADA,45,39
Sin Nodo,Costa Rica,2025-03,CONCLUIDA,3,3
Sin Nodo,Costa Rica,2025-04,CANCELADA,22,10
Sin Nodo,Costa Rica,2025-04,CONCLUIDA,7,7
Sin Nodo,Costa Rica,2025-05,CANCELADA,11,6
Sin Nodo,Costa Rica,2025-05,CONCLUIDA,33,10
Sin Nodo,Costa Rica,2025-06,CANCELADA,106,49
Sin Nodo,Costa Rica,2025-06,CONCLUIDA,27,17
Sin Nodo,Costa Rica,2025-07,CANCELADA,33,17
Sin Nodo,Costa Rica,2025-07,CONCLUIDA,2,2
Sin Nodo,Costa Rica,2025-08,CANCELADA,83,20
Sin Nodo,Costa Rica,2025-08,CONCLUIDA,27,6
Sin Nodo,Costa Rica,2025-09,CANCELADA,2344,1369
Sin Nodo,Costa Rica,2025-09,CONCLUIDA,6469,3890
Sin Nodo,Costa Rica,2025-09,PROCESO,99,42
Sin Nodo,Costa Rica,2025-10,CANCELADA,1900,1170
Sin Nodo,Costa Rica,2025-10,CONCLUIDA,5032,3326
Sin Nodo,Costa Rica,2025-10,PROCESO,1209,503
Sin Nodo,Dominicana,2023-04,CANCELADA,1,1
Sin Nodo,Dominicana,2023-06,CONCLUIDA,1,1
Sin Nodo,Dominicana,2023-07,CONCLUIDA,1,1
Sin Nodo,Dominicana,2023-08,CONCLUIDA,1,1
Sin Nodo,Dominicana,2023-09,CANCELADA,1,1
Sin Nodo,Dominicana,2023-10,CANCELADA,1,1
Sin Nodo,Dominicana,2023-11,CONCLUIDA,1,1
Sin Nodo,Dominicana,2023-12,CANCELADA,8,6
Sin Nodo,Dominicana,2023-12,CONCLUIDA,23,20
Sin Nodo,Dominicana,2024-06,CANCELADA,1,1
Sin Nodo,Dominicana,2024-06,CONCLUIDA,1,1
Sin Nodo,Dominicana,2024-07,CANCELADA,8,1
Sin Nodo,Dominicana,2024-10,CANCELADA,5,1
Sin Nodo,Dominicana,2024-12,CONCLUIDA,2,2
Sin Nodo,Dominicana,2025-01,CANCELADA,1,1
Sin Nodo,Dominicana,2025-05,CANCELADA,1,1
Sin Nodo,Dominicana,2025-08,CONCLUIDA,1,1
Sin Nodo,Dominicana,2025-09,CANCELADA,53,50
Sin Nodo,Dominicana,2025-09,CONCLUIDA,94,89
Sin Nodo,Dominicana,2025-10,CANCELADA,33,33
Sin Nodo,Dominicana,2025-10,CONCLUIDA,70,59
Sin Nodo,Dominicana,2025-10,PROCESO,8,8
Sin Nodo,Ecuador,2023-10,CANCELADA,2,1
Sin Nodo,Ecuador,2023-10,CONCLUIDA,2,1
Sin Nodo,Estados Unidos,2024-12,OTRO,1,1
Sin Nodo,Guatemala,2024-01,CANCELADA,3,1
Sin Nodo,Guatemala,2024-01,CONCLUIDA,1,1
Sin Nodo,Guatemala,2024-10,CANCELADA,24,10
Sin Nodo,Guatemala,2024-10,CONCLUIDA,26,17
Sin Nodo,Guatemala,2024-11,CANCELADA,28,21
Sin Nodo,Guatemala,2024-11,CONCLUIDA,20,19
Sin Nodo,Guatemala,2024-12,CANCELADA,24,20
Sin Nodo,Guatemala,2024-12,CONCLUIDA,20,20
Sin Nodo,Guatemala,2025-01,CANCELADA,20,11
Sin Nodo,Guatemala,2025-01,CONCLUIDA,15,15
Sin Nodo,Guatemala,2025-02,CANCELADA,148,66
Sin Nodo,Guatemala,2025-02,CONCLUIDA,23,17
Sin Nodo,Guatemala,2025-03,CANCELADA,104,57
Sin Nodo,Guatemala,2025-03,CONCLUIDA,29,16
Sin Nodo,Guatemala,2025-04,CANCELADA,64,41
Sin Nodo,Guatemala,2025-04,CONCLUIDA,18,18
Sin Nodo,Guatemala,2025-05,CANCELADA,87,71
Sin Nodo,Guatemala,2025-05,CONCLUIDA,29,27
Sin Nodo,Guatemala,2025-06,CANCELADA,155,135
Sin Nodo,Guatemala,2025-06,CONCLUIDA,39,34
Sin Nodo,Guatemala,2025-07,CANCELADA,96,84
Sin Nodo,Guatemala,2025-07,CONCLUIDA,54,38
Sin Nodo,Guatemala,2025-08,CANCELADA,126,115
Sin Nodo,Guatemala,2025-08,CONCLUIDA,29,27
Sin Nodo,Guatemala,2025-09,CANCELADA,7369,4859
Sin Nodo,Guatemala,2025-09,CONCLUIDA,21490,16420
Sin Nodo,Guatemala,2025-09,PROCESO,3,2
Sin Nodo,Guatemala,2025-10,CANCELADA,6402,4135
Sin Nodo,Guatemala,2025-10,CONCLUIDA,16412,11937
Sin Nodo,Guatemala,2025-10,PROCESO,1257,1050
Sin Nodo,Honduras,2024-01,CANCELADA,1,1
Sin Nodo,Mexico,2023-02,CANCELADA,1,1
Sin Nodo,Mexico,2023-08,CONCLUIDA,1,1
Sin Nodo,Mexico,2025-01,CONCLUIDA,1,1
Sin Nodo,Paraguay,2023-12,CONCLUIDA,1,1
Sin Nodo,Peru,2023-12,CANCELADA,1,1
Sin Nodo,Puerto Rico,2023-01,CANCELADA,35,27
Sin Nodo,Puerto Rico,2023-01,CONCLUIDA,67,57
Sin Nodo,Puerto Rico,2023-02,CANCELADA,276,247
Sin Nodo,Puerto Rico,2023-02,CONCLUIDA,818,706
Sin Nodo,Puerto Rico,2023-03,CANCELADA,6615,5553
Sin Nodo,Puerto Rico,2023-03,CONCLUIDA,21891,18767
Sin Nodo,Puerto Rico,2023-04,CANCELADA,6652,5455
Sin Nodo,Puerto Rico,2023-04,CONCLUIDA,22296,18615
Sin Nodo,Puerto Rico,2023-05,CANCELADA,7518,6276
Sin Nodo,Puerto Rico,2023-05,CONCLUIDA,24361,20735
Sin Nodo,Puerto Rico,2023-06,CANCELADA,7222,6029
Sin Nodo,Puerto Rico,2023-06,CONCLUIDA,21798,19255
Sin Nodo,Puerto Rico,2023-07,CANCELADA,7941,6672
Sin Nodo,Puerto Rico,2023-07,CONCLUIDA,23947,20467
Sin Nodo,Puerto Rico,2023-08,CANCELADA,8167,6926
Sin Nodo,Puerto Rico,2023-08,CONCLUIDA,24562,21221
Sin Nodo,Puerto Rico,2023-09,CANCELADA,7011,5909
Sin Nodo,Puerto Rico,2023-09,CONCLUIDA,22983,20026
Sin Nodo,Puerto Rico,2023-10,CANCELADA,9266,7576
Sin Nodo,Puerto Rico,2023-10,CONCLUIDA,26031,21785
Sin Nodo,Puerto Rico,2023-11,CANCELADA,8341,6951
Sin Nodo,Puerto Rico,2023-11,CONCLUIDA,24014,20481
Sin Nodo,Puerto Rico,2023-12,CANCELADA,6914,5789
Sin Nodo,Puerto Rico,2023-12,CONCLUIDA,22458,19719
Sin Nodo,Puerto Rico,2024-01,CANCELADA,432,79
Sin Nodo,Puerto Rico,2024-01,CONCLUIDA,166,37
Sin Nodo,Puerto Rico,2024-02,CANCELADA,320,67
Sin Nodo,Puerto Rico,2024-02,CONCLUIDA,113,42
Sin Nodo,Puerto Rico,2024-03,CANCELADA,416,85
Sin Nodo,Puerto Rico,2024-03,CONCLUIDA,95,31
Sin Nodo,Puerto Rico,2024-04,CANCELADA,358,126
Sin Nodo,Puerto Rico,2024-04,CONCLUIDA,249,69
Sin Nodo,Puerto Rico,2024-04,PROCESO,1,1
Sin Nodo,Puerto Rico,2024-05,CANCELADA,182,42
Sin Nodo,Puerto Rico,2024-05,CONCLUIDA,102,22
Sin Nodo,Puerto Rico,2024-06,CANCELADA,162,32
Sin Nodo,Puerto Rico,2024-06,CONCLUIDA,84,23
Sin Nodo,Puerto Rico,2024-07,CANCELADA,509,71
Sin Nodo,Puerto Rico,2024-07,CONCLUIDA,223,54
Sin Nodo,Puerto Rico,2024-08,CANCELADA,266,44
Sin Nodo,Puerto Rico,2024-08,CONCLUIDA,138,30
Sin Nodo,Puerto Rico,2024-09,CANCELADA,455,89
Sin Nodo,Puerto Rico,2024-09,CONCLUIDA,1664,63
Sin Nodo,Puerto Rico,2024-10,CANCELADA,379,73
Sin Nodo,Puerto Rico,2024-10,CONCLUIDA,421,44
Sin Nodo,Puerto Rico,2024-11,CANCELADA,186,47
Sin Nodo,Puerto Rico,2024-11,CONCLUIDA,49,20
Sin Nodo,Puerto Rico,2024-12,CANCELADA,68,12
Sin Nodo,Puerto Rico,2024-12,CONCLUIDA,5,4
Sin Nodo,Puerto Rico,2025-01,CANCELADA,174,41
Sin Nodo,Puerto Rico,2025-01,CONCLUIDA,40,24
Sin Nodo,Puerto Rico,2025-02,CANCELADA,61,14
Sin Nodo,Puerto Rico,2025-02,CONCLUIDA,29,9
Sin Nodo,Puerto Rico,2025-03,CANCELADA,45,9
Sin Nodo,Puerto Rico,2025-03,CONCLUIDA,4,3
Sin Nodo,Puerto Rico,2025-04,CANCELADA,202,29
Sin Nodo,Puerto Rico,2025-04,CONCLUIDA,26,8
Sin Nodo,Puerto Rico,2025-05,CANCELADA,19,9
Sin Nodo,Puerto Rico,2025-05,CONCLUIDA,12,5
Sin Nodo,Puerto Rico,2025-06,CANCELADA,37,7
Sin Nodo,Puerto Rico,2025-06,CONCLUIDA,11,5
Sin Nodo,Puerto Rico,2025-07,CANCELADA,7,4
Sin Nodo,Puerto Rico,2025-07,CONCLUIDA,1,1
Sin Nodo,Puerto Rico,2025-08,CANCELADA,3,2
Sin Nodo,Puerto Rico,2025-09,CANCELADA,11438,8166
Sin Nodo,Puerto Rico,2025-09,CONCLUIDA,46932,38546
Sin Nodo,Puerto Rico,2025-09,PROCESO,973,224
Sin Nodo,Puerto Rico,2025-10,CANCELADA,8597,6821
Sin Nodo,Puerto Rico,2025-10,CONCLUIDA,30416,26277
Sin Nodo,Puerto Rico,2025-10,PROCESO,13082,9157
Sin Nodo,Uruguay,2023-12,CANCELADA,4,1
Sin Nodo,Uruguay,2025-09,CONCLUIDA,1,1
